"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3139326","fecal sample from HMP2: Subject C3024C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472191","","495.49","1","6016806","1176879161","G95676_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139325","fecal sample from HMP2: Subject C3017C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472190","","1446.98","1","17706467","3458895991","G95666_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139324","fecal sample from HMP2: Subject C3022C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472189","","1234.22","1","15043168","2940697187","G95664_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139323","fecal sample from HMP2: Subject M2047C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472188","","1370.59","1","16457782","3200095426","G95668_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139322","fecal sample from HMP2: Subject C3017C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472861","","1356.65","1","16459521","3221695057","G95667_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139321","fecal sample from HMP2: Subject M2059C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472187","","741.01","1","9109355","1781553557","G95672_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139320","fecal sample from HMP2: Subject C3013C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472186","","578.95","1","7045897","1374932701","G95669_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139319","fecal sample from HMP2: Subject P6010C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472185","","1153.18","1","14060522","2747904932","G95674_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139318","fecal sample from HMP2: Subject C3011C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472184","","208.7","1","2548323","498258853","G95673_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139317","fecal sample from HMP2: Subject C3019C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472359","","857.62","1","10320051","2017582036","G95659_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139316","fecal sample from HMP2: Subject M2008C11_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472183","","4394.46","1","31678911","6164236792","G79927_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139315","fecal sample from HMP2: Subject C3002C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472358","","1805.18","1","13178250","2567253262","G79929_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139314","fecal sample from HMP2: Subject H4001C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472182","","2802.63","1","20379570","3976394200","G79922_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139313","fecal sample from HMP2: Subject E5002C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472181","","2051.78","1","15774877","3115357382","G79923_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139312","fecal sample from HMP2: Subject C3003C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472180","","3380.31","1","24717912","4820082018","G79948_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139311","fecal sample from HMP2: Subject C3002C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472179","","3072.9","1","22269155","4332666604","G79949_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139310","fecal sample from HMP2: Subject C3004C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472862","","2366.97","1","16965939","3294229400","G79930_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139309","fecal sample from HMP2: Subject M2028C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472178","","2906.35","1","20980165","4077137992","G79934_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139308","fecal sample from HMP2: Subject E5004C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472357","","3130.21","1","22785565","4441574434","G79950_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139307","fecal sample from HMP2: Subject H4001C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472177","","2198.66","1","16026426","3125560415","G79957_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139306","fecal sample from HMP2: Subject C3011C16_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472863","","834.16","1","10207924","1987802434","G95686_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139305","fecal sample from HMP2: Subject P6009C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472176","","1321.52","1","15917550","3107882918","G95687_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139304","fecal sample from HMP2: Subject C3017C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472175","","768.05","1","9261621","1810812951","G95680_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139303","fecal sample from HMP2: Subject H4027C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472174","","1337.73","1","16361805","3208609642","G95681_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139302","fecal sample from HMP2: Subject P6009C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472173","","973.04","1","11857637","2323538234","G95678_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139301","fecal sample from HMP2: Subject H4008C17_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472356","","929.78","1","11258587","2203862426","G95679_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139300","fecal sample from HMP2: Subject M2064C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472172","","812.65","1","9834459","1921415450","G95684_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139299","fecal sample from HMP2: Subject H4008C19_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472171","","896.05","1","10764414","2105517349","G95685_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139298","fecal sample from HMP2: Subject P6016C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472170","","999.76","1","12197700","2385317990","G95682_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139297","fecal sample from HMP2: Subject C3029C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472169","","534.61","1","6557662","1277665347","G95683_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139296","fecal sample from HMP2: Subject C3010C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472168","","914.2","1","11144187","2175464009","G95645_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139295","fecal sample from HMP2: Subject H4016C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472167","","689.1","1","8374405","1635311313","G95644_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139294","fecal sample from HMP2: Subject C3001C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472166","","2132.04","1","16457816","3260885015","G79894_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139293","fecal sample from HMP2: Subject P6009C22_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472165","","1180.75","1","15572509","3074748885","G95825_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139292","fecal sample from HMP2: Subject M2010C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472164","","2372.13","1","17122545","3311386956","G79886_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139291","fecal sample from HMP2: Subject C3001C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472163","","1289.62","1","9962604","1966125724","G79889_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139290","fecal sample from HMP2: Subject E5001C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472162","","1656.43","1","12037083","2339816511","G79909_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139289","fecal sample from HMP2: Subject C3001C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472161","","2312.17","1","17810656","3520315528","G79913_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139288","fecal sample from HMP2: Subject C3001C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472160","","3247.82","1","23658927","4599002505","G79903_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139287","fecal sample from HMP2: Subject M2008C10_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472159","","2652.09","1","19382341","3760197327","G79905_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139286","fecal sample from HMP2: Subject M2014C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472354","","335.3","1","2460438","477165227","G79920_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139285","fecal sample from HMP2: Subject E5003C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472860","","1528.32","1","10923255","2107551375","G79921_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139284","fecal sample from HMP2: Subject M2014C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472158","","1855.89","1","13589621","2633054286","G79897_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139283","fecal sample from HMP2: Subject H4009C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472355","","654.87","1","8052087","1579413760","G95651_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139282","fecal sample from HMP2: Subject H4008C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472157","","972.15","1","11786563","2307321611","G95650_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139281","fecal sample from HMP2: Subject C3016C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472156","","1059.49","1","12764530","2494842431","G95649_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139280","fecal sample from HMP2: Subject H4019C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472155","","676.52","1","8269125","1608206138","G95648_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139279","fecal sample from HMP2: Subject H4009C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472154","","581.03","1","7039142","1378054215","G95647_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139278","fecal sample from HMP2: Subject H4008C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472153","","774.13","1","9411746","1842016948","G95646_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139277","fecal sample from HMP2: Subject C3013C10_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472152","","81.8","1","1058165","207865064","G95757_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139276","fecal sample from HMP2: Subject E5019C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472353","","919.32","1","12084589","2374832291","G95758_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139275","fecal sample from HMP2: Subject M2058C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472151","","1423.65","1","19205334","3809575551","G95755_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139274","fecal sample from HMP2: Subject C3022C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472150","","1640.41","1","21951001","4351541943","G95756_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139273","fecal sample from HMP2: Subject H4008C15_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472149","","1167.8","1","15527672","3066640152","G95753_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139272","fecal sample from HMP2: Subject P6013C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472148","","609.76","1","8185497","1601942089","G95754_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139271","fecal sample from HMP2: Subject H4016C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472147","","1015.37","1","13536672","2682486379","G95751_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139270","fecal sample from HMP2: Subject H4008C11_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472859","","737.5","1","9839860","1941744304","G95752_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139269","fecal sample from HMP2: Subject P6005C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472146","","479.47","1","6360572","1255702792","G95749_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3139268","fecal sample from HMP2: Subject H4009C10_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2472145","","1002.72","1","13460251","2667204168","G95750_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106740","fecal sample from HMP2: Subject H4009C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441991","","1975.41","1","28808153","5261874515","G89349_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106739","fecal sample from HMP2: Subject H4010C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441990","","652.94","1","9366797","1709839153","G89348_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106738","fecal sample from HMP2: Subject E5008C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441989","","457.61","1","6565740","1198934570","G89351_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106737","fecal sample from HMP2: Subject E5001C8_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441987","","121.27","1","1662732","301102092","G89350_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106736","fecal sample from HMP2: Subject M2025C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441988","","1193.46","1","17301424","3162935046","G89309_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106735","fecal sample from HMP2: Subject C3001C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441986","","495.3","1","7166216","1309380313","G89308_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106734","fecal sample from HMP2: Subject H4001C9_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441985","","83.79","1","1206128","219999822","G89355_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106733","fecal sample from HMP2: Subject M2014C11_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441983","","594.75","1","8194907","1489543161","G89354_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106732","fecal sample from HMP2: Subject M2026C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441984","","928.01","1","13512173","2451709974","G89304_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106731","fecal sample from HMP2: Subject M2028C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441982","","489.73","1","6975627","1272766178","G89303_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106730","fecal sample from HMP2: Subject E5001C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441981","","1419.55","1","20504272","3746167992","G89307_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106729","fecal sample from HMP2: Subject M2027C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441980","","1430.88","1","20254143","3694692630","G89305_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106728","fecal sample from HMP2: Subject M2021C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441978","","612.47","1","8701098","1587759650","G89300_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106727","fecal sample from HMP2: Subject M2024C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441979","","190.15","1","2726745","497318244","G89299_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106726","fecal sample from HMP2: Subject E5002C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441977","","188.52","1","2683116","488072792","G89302_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106725","fecal sample from HMP2: Subject C3002C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441975","","583.93","1","8414434","1539231662","G89301_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106724","fecal sample from HMP2: Subject M2025C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441976","","1421.31","1","20343925","3710577644","G89332_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106723","fecal sample from HMP2: Subject H4004C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441974","","1149.23","1","16639390","3041642007","G89331_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106722","fecal sample from HMP2: Subject M2014C9_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441973","","364.86","1","5240982","957582387","G89330_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106721","fecal sample from HMP2: Subject E5002C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441972","","1187.51","1","17044587","3107463736","G89329_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106720","fecal sample from HMP2: Subject M2027C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441971","","2362.67","1","33961789","6202962395","G89328_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106719","fecal sample from HMP2: Subject C3005C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441970","","284.05","1","4036309","736648773","G89325_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
