"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3108052","MSM79H9A stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443255","","186.04","1","6339885","577582010","HSM7CZ3E_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108051","HSM7CZ3E stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443254","","859.34","1","11808628","2119448789","CSM79HP4_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108050","CSM79HP4 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443253","","273.94","1","4365030","795686449","HSM7CYY7_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108049","MSM79H5K stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443252","","427.81","1","5914518","1053889692","CSM79HLC_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108048","PSM7J199 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443251","","430.08","1","5965744","1067170465","MSM79H5K_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108047","CSM79HIZ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443249","","877.58","1","13996643","2553873975","HSM6XRV8_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108046","CSM79HLC stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443250","","423.72","1","5728222","1033710094","CSM79HIZ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108045","HSM7CZ1A stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443248","","244.59","1","3874481","712924162","CSM79HIB_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108044","HSM6XRV8 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443247","","309.84","1","4845545","890952881","HSM7CZ1A_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108043","MSM79H6F stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443246","","84.45","1","1298386","238636783","CSM79HIN_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108042","CSM79HIB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443245","","459.62","1","7309603","1335357215","MSM79H6F_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108041","HSM67VEM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443244","","602.55","1","9496201","1734816767","HSM6XRVC_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108040","HSM7CYX6 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443242","","694.24","1","9550409","1733484609","PSM7J199_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108039","HSM6XRVK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443243","","366.83","1","5158625","916582649","HSM7CYX6_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108038","PSM7J193 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443240","","759.57","1","10366532","1861510033","CSM7KORM_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108037","HSM7J4JZ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443241","","92.55","1","1401531","248632448","PSM7J12J_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108036","MSM6J2HB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443239","","535.38","1","8574981","1559488847","ESM5MEBS_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108035","ESM5MEBS stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443238","","926.13","1","12927597","2339546117","MSM6J2IE_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108034","CSM5FZ4M stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443237","","567.64","1","8921069","1639652383","MSM5LLDS_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108033","MSM5LLDS stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443236","","354.12","1","4921345","892761844","CSM7KOJY_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108032","HSM5MD53 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443235","","739.53","1","10331032","1871098203","HSM5FZBZ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108031","HSM5FZBZ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443234","","294.3","1","4661613","857689194","CSM5FZ4M_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108030","CSM5MCXD stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443231","","749.6","1","11819833","2172416975","HSM5MD5B_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108029","HSM5MD5B stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443233","","384.09","1","5468367","969632355","HSM5MD53_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108028","MSM6J2IE stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443232","","415.04","1","6555912","1206152141","CSM5MCUO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108027","CSM5MCUO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443230","","570.98","1","7861037","1417472005","CSM5MCXD_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108026","HSM6XRTM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443229","","550.07","1","8233307","1472551396","PSM6XBS4_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108025","PSM6XBS4 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443228","","540.27","1","7327811","1328602926","HSM6XRUN_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108024","HSM6XRUN stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443227","","627.12","1","9992336","1839614580","MSM6J2QP_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108023","MSM6J2QP stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443226","","0.55","1","6477","1150997","CSM67UEW_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108022","CSM67UEW stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443225","","303.61","1","10508587","948683336","HSM6XRQO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108021","HSM6XRQO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443224","","183.26","1","2904850","533411778","HSM67VD4_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108020","HSM67VD4 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443222","","437.5","1","6677993","1224930631","HSM67VI3_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108019","HSM67VI3 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443223","","357.21","1","5670743","1041367152","CSM67UEA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108018","MSM6J2LV stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443221","","288.64","1","3947010","715146825","HSM67VES_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108017","HSM67VES stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443220","","527.07","1","8163330","1490526283","HSM6XRTM_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108016","CSM67U9D stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443219","","365.52","1","11294703","1024985676","ESM5MEC5_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108015","ESM5MEC5 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443217","","75.1","1","1140991","209555537","CSM67UAW_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108014","ESM5MEBG stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443218","","640.41","1","9068490","1624125532","HSM6XRQU_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108013","HSM6XRQU stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443216","","297.88","1","4049203","732543046","CSM67UBH_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108012","CSM67UBH stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443215","","170.47","1","2324257","420216084","CSM67UAM_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108011","CSM67UAM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443214","","225.76","1","7027084","629061425","CSM67UAA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108010","CSM67UAW stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443213","","250.35","1","3494223","626637268","CSM67UDF_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108009","CSM67UDF stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443212","","406.21","1","5658297","1019132346","MSM6J2Q3_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108008","MSM6J2Q3 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443211","","205.95","1","3734291","553142094","MSM6J2LL_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108007","MSM6J2LL stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443210","","530.47","1","8446521","1541549054","ESM5MEBG_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108006","HSM7CYZV stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443209","","504.27","1","8006458","1432672638","MSM6J2PU_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108005","HSM7CYX2 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443207","","281.67","1","4428101","815150690","HSM7CYZV_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108004","HSM7CYZJ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443208","","360.86","1","5610613","1034742597","CSM79HKB_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108003","MSM6J2MH stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443205","","292.39","1","4008478","725681788","HSM7CYZJ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108002","CSM79HI7 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443206","","460.95","1","7848278","1363461684","CSM79HLG_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108001","CSM79HKB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443204","","112.46","1","1549793","277099606","CSM79HI7_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3108000","HSM67VGG stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443203","","407.96","1","6384482","1174974824","CSM79HIV_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107999","MSM6J2PU stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443202","","568.28","1","9442139","1684226459","HSM67VGG_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107998","CSM79HGZ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443201","","167.94","1","2303238","417109091","MSM6J2MH_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107997","CSM79HIV stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443200","","604.6","1","8291595","1487932804","CSM79HGZ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107996","CSM79HLA stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443199","","722.79","1","10115191","1834366708","MSM6J2QF_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107995","CSM79HH8 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443198","","323.27","1","5156312","943819603","CSM79HLA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107994","HSM6XRQ8 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443197","","342.27","1","5447829","995173923","HSM67VHD_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107993","HSM67VHW stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443196","","424.42","1","6665213","1213774486","HSM6XRQ8_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107992","MSM6J2RS stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443195","","28.86","1","393889","70183752","CSM67UF5_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107991","HSM67VHD stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443194","","522.97","1","8376057","1525162254","MSM6J2RS_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107990","HSM67VEK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443192","","748.27","1","12010879","2182775597","HSM6XRVM_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107989","MSM6J2QF stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443193","","795.06","1","12638529","2305663069","HSM67VEK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107988","HSM67VFR stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443191","","729.48","1","10293690","1845205702","HSM67VHW_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107987","HSM6XRVM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443190","","254.69","1","3472484","627144114","HSM67VFR_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107986","CSM7KOPM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443189","","412.11","1","5603209","1018790987","CSM7KONK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107985","CSM7KONK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443188","","299.1","1","4548217","834156396","MSM9VZEK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107984","HSM7J4QT stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443187","","743.06","1","11838489","2180677650","MSM79H8D_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107983","MSM79H8D stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443186","","717.23","1","11335698","2064605270","CSM7KOSV_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107982","CSM7KOSV stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443185","","239.91","1","3792819","694747523","HSM7J4IC_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107981","HSM7J4IC stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443184","","0.54","1","7349","1280538","CSM7KON8_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107980","MSM9VZEK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443183","","573.42","1","9070166","1634779366","HSM7J4L9_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107979","HSM7J4L9 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443181","","342.65","1","5488023","1001244147","HSM7J4IQ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107978","HSM7J4IQ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443182","","385.51","1","6062245","1106270636","HSM7J4MY_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107977","HSM7J4MY stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443180","","407.56","1","6510256","1186881837","HSM7J4QT_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107976","HSM6XRQB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443179","","279.7","1","3798368","686104262","CSM5MCX3_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107975","CSM7KOOH stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443178","","593.18","1","8313268","1491716302","CSM7KOKD_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107974","PSM7J1BF stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443176","","738.39","1","10169033","1836074967","CSM7KOOH_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107973","HSM7CYY9 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443177","","389.03","1","6270682","1005379314","HSM7J4LD_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107972","CSM7KOKD stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443174","","626.34","1","8668679","1578107176","HSM7CYY9_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107971","MSM79HDQ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443175","","237.94","1","3258805","589108247","CSM7KOJO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
